Quotazioni Fantacalcio Stagione 2025 26;;;;;;;;;;;;
Id;R;RM;Nome;Squadra;Qt.A;Qt.I;Diff.;Qt.A M;Qt.I M;Diff.M;FVM;FVM M
5858;C;"C;T";Ferguson;Bologna;5;11;-6;5;11;-6;12;12
27;C;"M;C";Grassi;Cremonese;5;4;1;5;4;1;8;10
6917;C;"M;C";Masini;Genoa;5;5;0;5;5;0;7;8
5457;C;"M;C";Maleh;Cremonese;5;6;-1;5;7;-2;5;7
5992;C;"M;C";Bondo;Cremonese;5;3;2;5;3;2;12;15
5295;C;"C;W";Musah;Atalanta;5;6;-1;5;6;-1;11;13
5290;C;"M;C";Estevez;Parma;5;2;3;5;2;3;8;8
7146;C;"E;M";Tourè I.;Pisa;5;6;-1;5;7;-2;12;15
6593;C;"C;T";Akinsanmiro;Pisa;5;3;2;5;3;2;11;11
6481;C;C;Payero;Cremonese;5;4;1;5;4;1;8;8
5286;C;"M;C";Akpa Akpro;Verona;5;1;4;5;1;4;10;16
7322;C;"M;C";Ngom;Lecce;5;1;4;5;1;4;1;1
7331;C;"M;C";Loyola;Pisa;5;7;-2;6;8;-2;11;13
7341;C;"M;C";Amorim;Genoa;5;5;0;5;5;0;11;11
2848;C;"C;T";Frattesi;Inter;4;14;-10;4;14;-10;10;10
5685;C;"C;T";Koopmeiners;Juventus;4;14;-10;4;14;-10;11;11
5319;C;C;Sohm;Bologna;4;12;-8;4;12;-8;12;12
7145;C;"E;M";Piccinini G.;Pisa;4;6;-2;4;7;-3;10;12
5688;C;"W;T";Harroui;Verona;4;7;-3;4;7;-3;10;12
6486;C;"W;T";Suslov;Verona;4;9;-5;4;9;-5;13;13
7203;C;C;Jashari;Milan;4;13;-9;4;13;-9;10;10
6218;C;"W;T;A";Oristanio;Parma;4;12;-8;4;12;-8;10;13
6575;C;"W;A";Zaragoza;Roma;4;7;-3;4;6;-2;10;10
4284;C;"M;C";Sergi Roberto;Como;3;4;-1;3;4;-1;12;14
6010;C;"C;T";Fazzini;Fiorentina;3;11;-8;3;11;-8;10;10
6191;C;"M;C";Belahyane;Lazio;3;4;-1;3;4;-1;7;10
6984;C;"W;A";Ondrejka;Parma;3;13;-10;3;12;-9;9;9
7147;C;"M;C";Hojholt;Pisa;3;1;2;3;1;2;7;8
7150;C;C;Vural;Pisa;3;3;0;3;3;0;6;6
7157;C;C;Iannoni;Sassuolo;3;1;2;3;1;2;8;8
6212;C;"M;C";Zarraga;Udinese;3;2;1;3;2;1;6;7
5850;C;C;Lovric;Verona;3;9;-6;3;9;-6;9;9
7254;C;T;Lorran;Pisa;3;7;-4;3;6;-3;8;8
6112;C;"E;W";Iling Junior;Pisa;3;5;-2;3;5;-2;11;11
7132;C;"M;C";Collocolo;Cremonese;2;8;-6;2;9;-7;8;10
5788;C;T;Sabiri;Fiorentina;2;2;0;2;2;0;4;4
6980;C;W;Venturino;Roma;2;3;-1;2;3;-1;12;12
4459;C;"M;C";Rovella;Lazio;2;8;-6;2;9;-7;8;10
5872;C;"C;T";Helgason;Lecce;2;8;-6;2;8;-6;7;7
7149;C;"M;C";Marin M.;Pisa;2;6;-4;2;6;-4;8;10
6219;C;"M;C";Boloca;Sassuolo;2;6;-4;2;6;-4;4;6
6889;C;"C;T";Anjorin;Torino;2;10;-8;2;10;-8;9;9
5540;C;"M;C";Niasse;Verona;2;3;-1;2;3;-1;9;11
7248;C;"M;C";Gorter;Lecce;2;1;1;2;1;1;1;1
7010;C;"M;C";Al-Musrati;Verona;2;4;-2;2;5;-3;7;8
4677;C;W;Cornet;Genoa;2;7;-5;2;7;-5;5;5
7036;C;"C;T";Bakola;Sassuolo;2;3;-1;2;3;-1;7;7
7165;C;"M;C";Liteta;Cagliari;1;1;0;1;1;0;6;8
6645;C;T;Marchwinski;Lecce;1;1;0;1;1;0;2;2
4890;C;"M;C";Tameze;Torino;1;5;-4;1;5;-4;9;12
5007;C;C;Ilic;Torino;1;7;-6;1;7;-6;8;8
6677;C;"C;T";Adzic;Juventus;1;1;0;1;1;0;1;1
5610;C;"M;C";Vranckx;Sassuolo;1;4;-3;1;5;-4;9;10
7246;C;C;Sala A.;Lecce;1;3;-2;1;3;-2;9;9
5561;C;"W;T";Stengs;Pisa;1;11;-10;1;11;-10;8;8
6538;C;"M;C";Onana J.;Genoa;1;2;-1;1;2;-1;4;4
7276;C;C;Cremaschi;Parma;1;5;-4;1;5;-4;8;8
7319;C;"M;C";Fofana Sa.;Lecce;1;1;0;1;1;0;6;6
7345;C;"W;T";Przyborek;Lazio;1;2;-1;1;2;-1;6;6
7357;C;"C;T";Lahdo;Como;1;2;-1;1;2;-1;5;5
2764;A;Pc;Martinez L.;Inter;33;34;-1;33;34;-1;315;315
4871;A;Pc;Thuram;Inter;32;29;3;32;29;3;270;270
6052;A;Pc;Hojlund;Napoli;27;24;3;27;24;3;213;213
7017;A;Pc;Douvikas;Como;26;8;18;26;7;19;200;200
6434;A;A;Yildiz;Juventus;26;24;2;26;25;1;182;182
531;A;A;Berardi;Sassuolo;25;21;4;25;21;4;90;90
5585;A;A;Malen;Roma;25;14;11;25;14;11;350;350
6435;A;Pc;Krstovic;Atalanta;24;20;4;24;20;4;95;92
5637;A;Pc;Davis K.;Udinese;24;12;12;24;11;13;110;110
2137;A;Pc;Scamacca;Atalanta;23;19;4;23;19;4;95;92
505;A;A;Bonazzoli;Cremonese;22;1;21;22;1;21;40;40
7071;A;Pc;Esposito F.P.;Inter;22;7;15;22;7;15;41;38
2061;A;Pc;Simeone;Torino;22;8;14;23;7;16;99;96
4463;A;A;Esposito Se.;Cagliari;21;7;14;21;7;14;70;70
6060;A;A;Laurientè;Sassuolo;21;15;6;21;15;6;82;82
6669;A;Pc;Bonny;Inter;20;5;15;20;5;15;15;12
4510;A;A;Leao;Milan;20;24;-4;20;24;-4;80;80
5734;A;A;Soulè;Roma;20;20;0;20;21;-1;85;85
7023;A;Pc;Pellegrino M.;Parma;18;13;5;18;12;6;67;64
4728;A;A;Nkunku;Milan;18;20;-2;18;20;-2;43;43
6572;A;Pc;Castro S.;Bologna;17;19;-2;17;19;-2;30;27
5995;A;A;De Ketelaere;Atalanta;16;22;-6;16;23;-7;59;59
2097;A;Pc;Kean;Fiorentina;16;33;-17;16;33;-17;40;37
2841;A;Pc;Vlahovic;Juventus;16;24;-8;16;24;-8;100;100
2489;A;A;Pedro;Lazio;16;13;3;16;13;3;20;20
5455;A;A;Moreo;Pisa;16;5;11;16;5;11;25;25
2038;A;Pc;Pinamonti;Sassuolo;16;16;0;16;16;0;55;52
6646;A;A;Adams C.;Torino;16;14;2;16;14;2;23;23
2499;A;Pc;Vardy;Cremonese;16;15;1;16;15;1;32;29
7129;A;"W;A";Rodriguez Je.;Como;15;5;10;15;5;10;27;30
6001;A;"W;A";Banda;Lecce;15;5;10;15;5;10;22;25
4371;A;A;Raspadori;Atalanta;15;13;2;15;13;2;37;37
2531;A;Pc;Lukaku;Napoli;15;31;-16;15;31;-16;10;10
4923;A;Pc;Colombo;Genoa;14;12;2;14;11;3;37;34
6556;A;A;Noslin;Lazio;14;7;7;14;7;7;24;24
6552;A;Pc;Orban G.;Verona;14;15;-1;14;15;-1;15;12
6164;A;Pc;Vitinha O.;Genoa;13;12;1;12;11;1;20;17
5544;A;Pc;David;Juventus;13;27;-14;13;27;-14;28;25
309;A;A;Dybala;Roma;13;26;-13;13;27;-14;50;50
7162;A;A;Giovane;Napoli;13;1;12;13;1;12;8;8
7199;A;A;Kilicsoy;Cagliari;13;6;7;13;6;7;7;7
4436;A;A;Cambiaghi;Bologna;12;11;1;12;11;1;10;10
6967;A;"W;A";Diao;Como;12;17;-5;12;18;-6;30;33
5506;A;A;Ekuban;Genoa;12;2;10;12;2;10;12;12
7008;A;Pc;Gimenez;Milan;12;25;-13;12;25;-13;12;10
6243;A;Pc;Borrelli;Cagliari;11;5;6;11;4;7;15;12
5500;A;"W;A";Cancellieri;Lazio;11;3;8;11;3;8;12;15
6439;A;Pc;Cheddira;Lecce;11;4;7;11;4;7;23;20
2832;A;"W;A";Boga;Juventus;11;6;5;11;7;4;37;40
5515;A;A;Okereke;Cremonese;10;5;5;10;5;5;5;5
6822;A;A;Ekhator;Genoa;10;1;9;10;1;9;8;8
6675;A;Pc;Dovbyk;Roma;10;21;-11;10;21;-11;8;8
6365;A;Pc;Ferguson E.;Roma;10;19;-9;10;19;-9;12;10
5336;A;Pc;Nzola;Sassuolo;10;12;-2;10;12;-2;15;12
2678;A;Pc;Fullkrug;Milan;10;13;-3;10;13;-3;12;10
7316;A;Pc;Durosinmi;Pisa;10;15;-5;10;15;-5;9;9
7347;A;A;Bowie;Verona;10;6;4;10;6;4;33;33
5918;A;A;Sulemana K.;Atalanta;9;9;0;9;9;0;7;7
4359;A;Pc;Piccoli;Fiorentina;9;17;-8;9;17;-8;15;12
7313;A;Pc;Ratkov;Lazio;9;15;-6;9;15;-6;9;9
608;A;Pc;Zapata D.;Torino;8;20;-12;8;20;-12;15;12
7252;A;Pc;Stulic;Lecce;8;13;-5;8;13;-5;12;10
6380;A;"W;A";Solomon;Fiorentina;8;7;1;9;8;1;18;21
6981;A;Pc;Vaz;Roma;8;10;-2;8;10;-2;11;10
7001;A;"W;A";N'Dri;Lecce;7;5;2;7;5;2;10;12
7249;A;Pc;Buksa;Udinese;7;9;-2;7;9;-2;8;8
6643;A;Pc;Dallinga;Bologna;6;10;-4;6;10;-4;9;9
7127;A;"W;A";Addai;Como;6;7;-1;6;7;-1;9;10
5672;A;Pc;Dia;Lazio;6;20;-14;6;20;-14;9;9
6827;A;A;Njie;Torino;6;1;5;6;1;5;4;4
7342;A;Pc;Elphege;Parma;6;1;5;6;1;5;18;15
7128;A;"W;A";Kuhn;Como;5;14;-9;5;15;-10;9;9
5471;A;Pc;Djuric;Cremonese;5;9;-4;5;8;-3;8;8
6836;A;Pc;Meister;Pisa;5;2;3;5;2;3;9;9
441;A;Pc;Belotti;Cagliari;5;12;-7;4;11;-7;10;10
7272;A;Pc;Gueye;Udinese;5;1;4;5;1;4;1;1
7374;A;Pc;Mendy P.;Cagliari;5;1;4;5;1;4;15;12
479;A;Pc;Sanabria;Cremonese;4;7;-3;4;6;-2;10;10
6159;A;A;Sarr A.;Verona;4;8;-4;4;8;-4;8;8
6630;A;Pc;Mosquera;Verona;4;6;-2;4;6;-2;8;8
6314;A;Pc;Openda;Juventus;4;22;-18;4;22;-18;8;8
7344;A;Pc;Stojilkovic;Pisa;4;4;0;4;4;0;7;7
7349;A;Pc;Kulenovic;Torino;4;5;-1;4;5;-1;9;9
6895;A;"W;A";Dominguez B.;Bologna;3;9;-6;3;9;-6;8;8
247;A;Pc;Pavoletti;Cagliari;3;1;2;3;1;2;7;7
6207;A;"W;A";Almqvist;Parma;3;4;-1;3;4;-1;7;8
6519;A;Pc;Camarda;Lecce;2;12;-10;2;12;-10;8;8
7161;A;Pc;Bayo V.;Udinese;2;4;-2;2;4;-2;8;8
313;A;Pc;Morata;Como;2;18;-16;2;18;-16;10;10
7239;A;Pc;Braschi;Fiorentina;2;1;1;2;1;1;1;1
6555;A;Pc;Moumbagna;Cremonese;2;6;-4;2;6;-4;5;5
7338;A;A;Albarracin;Cagliari;2;1;1;2;1;1;1;1
7381;A;Pc;Mikolajewski;Parma;2;1;1;2;1;1;1;1
2012;A;Pc;Milik;Juventus;1;1;0;1;1;0;5;5
7158;A;Pc;Moro L.;Sassuolo;1;1;0;1;1;0;1;1
7183;A;A;Aboukhlal;Torino;1;9;-8;1;9;-8;8;8
7213;A;Pc;Frigan;Parma;1;7;-6;1;6;-5;5;5
7262;A;A;Balentien;Milan;1;1;0;1;1;0;1;1
7277;A;Pc;Arena A.;Roma;1;1;0;1;1;0;1;1
7309;A;Pc;Isaac;Verona;1;1;0;1;1;0;1;1
7317;A;Pc;Trepy;Cagliari;1;1;0;1;1;0;1;1
7368;A;Pc;Vermesan;Verona;1;1;0;1;1;0;1;1
7388;A;A;Mosconi;Inter;1;1;0;1;1;0;1;1
